date,business,amount
2018-10-20,Stellar,-3380.97
2019-10-10,World of Warcraft,-2491.4
2016-08-17,McDonald's,1343.52
2016-02-06,Wildberries,-7625.53
2017-10-30,QIWI,4321.84
2017-03-28,Dodo Pizza,-6708.04
2019-09-23,VK,7576.27
2019-09-08,Starbucks,6958.02
2016-02-14,Yandex.Money,4810.86
2019-07-28,Amazon,9685.45
2016-09-29,World of Warcraft,9827.28
2018-03-22,Steam,491.32
2016-10-10,Google Play,5985.5
2017-03-29,Yves Rocher,-9464.37
2016-06-23,Dodo Pizza,-527.7
2016-10-03,Papa John's,-9949.65
2016-05-15,McDonald's,-8524.63
2018-09-13,Papa John's,5767.7
2016-03-16,Papa John's,-3320.57
2018-02-03,Mindbox,-9635.66
2019-09-27,Amazon,-1751.59
2017-07-09,HSE,-5222.59
2018-10-13,Local Kitchen,810.01
2017-03-04,KFC,-4496.2
2019-03-11,Papa John's,3949.43
2016-06-28,Wildberries,-5349.04
2018-10-31,VK,7204.44
2018-02-12,KFC,-2500.73
2019-04-13,Local Kitchen,8513.99
2018-08-04,World of Warcraft,-2409.27
2016-03-29,Burger King,-6382.63
2019-09-02,Dr. Head,-8112.46
2018-01-07,5ka,298.87
2016-08-08,Burger King,2091.51
2017-05-03,Dr. Head,6246.89
2017-02-08,Yandex.Money,-7922.52
2018-06-07,VK,-3799.6
2016-06-27,Friday's,-7891.27
2017-12-30,Burger King,9046.6
2017-09-19,OZON,-2299.27
2019-12-31,Stellar,-4122.58
2016-03-19,Stellar,-5225.17
2019-03-13,OZON,-5835.56
2017-01-05,Dodo Pizza,9524.06
2017-09-22,QIWI,84.74
2019-12-25,Yandex.Money,9424.27
2016-12-18,Yves Rocher,4783.59
2016-07-17,Starbucks,-8369.22
2019-02-27,HSE,6721.5
2017-10-04,Steam,-6785.46
2016-03-10,5ka,8805.89
2019-01-02,Mindbox,1459.6
2016-01-31,Papa John's,-6543
2019-05-02,Burger King,-9419.69
2016-03-23,Yves Rocher,7698.57
2019-12-16,Stellar,2356.26
2019-11-10,Amazon,-1282.51
2017-02-11,Amazon,-7592.51
2018-03-10,Papa John's,-8740.12
2018-03-25,Wildberries,-1454.33
2018-08-29,Steam,-822.44
2018-12-18,Local Kitchen,9791.12
2017-04-25,HSE,8626.87
2018-09-14,Amazon,4723.93
2018-11-23,Yves Rocher,-2544.12
2019-06-14,HSE,7096.23
2016-11-11,Stellar,1087.14
2018-02-26,Burger King,-9054.99
2016-10-24,Google Play,-8105.45
2016-12-23,McDonald's,-6071.15
2017-06-28,Mindbox,9463.23
2018-10-05,World of Warcraft,371.68
2019-05-27,HSE,7263.38
2019-09-23,Perekrestok,-139.19
2017-12-28,Perekrestok,3812.42
2019-06-07,Steam,2400.06
2018-10-31,Local Kitchen,286.86
2018-01-07,Local Kitchen,-4624.29
2016-12-26,Yves Rocher,2664.09
2019-03-21,Papa John's,8035.06
2019-07-12,Google Play,2908.77
2019-10-29,Mindbox,1808.11
2019-04-13,OZON,-7316.91
2017-06-01,McDonald's,-6817.27
2019-12-20,World of Warcraft,-1221.33
2018-02-11,Local Kitchen,-5190.41
2018-12-03,McDonald's,3122.83
2019-02-26,Papa John's,-6636.89
2016-05-17,Wildberries,-6486.38
2016-09-23,Starbucks,552.91
2019-10-29,OZON,7309.89
2017-02-18,HSE,-7370.6
2016-05-13,Papa John's,-6218.59
2018-11-21,World of Warcraft,-3857.23
2017-06-20,Friday's,-244.1
2018-04-13,5ka,7718.98
2019-08-03,Local Kitchen,3128.92
2019-09-29,Google Play,9151.23
2018-11-22,KFC,-2282.52
2019-09-11,Yves Rocher,6491.68
2017-08-19,McDonald's,9794.48
2017-09-05,Coinbase,6809.83
2018-02-09,QIWI,-8989.44
2019-12-29,Friday's,-973.35
2018-07-23,VK,1526.08
2016-08-17,Mindbox,-5024.68
2016-04-22,Steam,-9336.5
2018-05-06,Dr. Head,-2923.4
2017-10-29,Local Kitchen,-4349.29
2016-05-04,Starbucks,9172.29
2019-08-03,McDonald's,9777.08
2019-06-26,Wildberries,164.61
2016-10-13,Yandex.Money,-5910.44
2019-04-19,Local Kitchen,7169.94
2018-06-25,Perekrestok,4130.37
2016-08-03,Yandex.Money,-8469.41
2017-01-27,McDonald's,8242.72
2016-08-09,Wildberries,-8636.29
2018-09-04,Friday's,2650.12
2019-01-10,Google Play,8162.84
2017-09-23,Dodo Pizza,-1174.85
2018-05-21,Papa John's,7850.91
2018-02-12,Google Play,-7667.76
2018-10-21,VK,64.72
2016-09-24,Coinbase,5830.72
2017-07-01,Yves Rocher,-8231.7
2018-09-30,Burger King,1990.41
2018-04-18,OZON,7165.26
2016-05-22,Yves Rocher,-2480.21
2017-05-03,QIWI,2342.74
2018-07-30,Dr. Head,9437.47
2018-07-15,Coinbase,6972.18
2016-08-21,VK,-1828.11
2019-08-27,Papa John's,-6004.88
2018-09-25,Amazon,6505.39
2017-03-20,Mindbox,6223.54
2019-10-16,Yandex.Money,2228.45
2016-03-08,Coinbase,-4417.28
2016-04-19,5ka,1039.65
2018-02-28,Coinbase,2429.34
2016-06-13,Papa John's,2624.43
2017-08-14,Burger King,6619.23
2017-02-17,World of Warcraft,7335.35
2018-09-24,Papa John's,-4186.15
2019-07-12,KFC,-96.05
2016-08-29,Local Kitchen,6773.39
2019-04-25,OZON,4315.04
2019-07-14,Starbucks,9243.02
2017-03-20,Local Kitchen,2983.11
2017-12-16,Dodo Pizza,3386.5
2017-06-26,Wildberries,-1590.74
2018-01-11,Stellar,5547.68
2017-01-24,World of Warcraft,679.96
2017-11-18,Mindbox,-1461.76
2017-11-14,5ka,6237.17
2019-02-14,Dr. Head,6377.85
2017-05-26,Steam,-1995.4
2018-05-24,Wildberries,103.6
2017-02-13,Local Kitchen,2960.21
2019-12-02,Steam,192.8
2016-08-15,QIWI,4376.35
2016-10-13,Steam,8988.43
2017-06-08,VK,-8045.79
2016-06-01,KFC,3534.98
2017-08-10,5ka,3877.69
2017-08-01,Stellar,6604.15
2018-11-15,Google Play,6106.62
2019-10-08,Perekrestok,8329.75
2017-12-08,OZON,-201.3
2017-08-25,Stellar,8388.41
2019-10-05,Steam,-7211.83
2019-06-30,Perekrestok,-9097.97
2017-06-24,Steam,-1860.14
2017-10-14,QIWI,2540.91
2016-11-21,HSE,1871.46
2019-05-22,KFC,-8289.51
2018-04-30,HSE,-130.12
2017-10-14,Google Play,1733.1
2017-01-25,Perekrestok,-2760.28
2016-05-24,Google Play,7225.15
2017-08-19,Perekrestok,533.83
2017-09-24,OZON,-39.46
2016-04-07,5ka,-5714.89
2019-02-05,Friday's,-6190.51
2019-09-01,Yves Rocher,8089.71
2017-01-11,Perekrestok,-5896.72
2016-09-10,Starbucks,-4976.14
2016-07-15,Friday's,5530.34
2017-03-24,QIWI,-7175.79
2016-02-07,OZON,-4572.19
2017-12-14,OZON,-9936.6
2018-01-25,Friday's,2017.68
2016-09-15,Google Play,-4141.27
2018-07-13,Papa John's,-3841.72
2016-05-07,5ka,8506.34
2016-10-18,QIWI,9238.61
2016-04-20,KFC,1358.94
2016-08-30,Wildberries,9689.87
2019-05-23,Amazon,-6447.16
2017-10-17,VK,9809.94
2019-09-06,World of Warcraft,-7151.3
2016-02-03,Coinbase,-1363.17
2017-07-09,Papa John's,693.03
2019-10-16,Stellar,3900.87
2019-02-04,Steam,9742.21
2016-05-28,Dr. Head,4005.75
2019-05-29,KFC,-4283.12
2017-06-27,Stellar,7284.03
2016-03-29,QIWI,872.41
2017-09-28,Dr. Head,-7273.05
2016-10-09,Mindbox,5033.53
2019-02-25,HSE,-5972.37
2018-06-06,McDonald's,-1857.16
2017-04-06,Friday's,9985.02
2018-10-17,Wildberries,2460.05
2017-01-01,Stellar,2992.29
2017-09-24,McDonald's,-8014.77
2016-04-16,Perekrestok,9726.96
2018-08-02,Steam,-534.48
2017-08-01,5ka,4767.2
2016-11-05,Starbucks,-954.44
2019-07-21,Yves Rocher,3291.86
2018-12-20,Stellar,7472.61
2018-07-23,5ka,5752.5
2016-08-30,Dodo Pizza,8039.32
2016-03-20,HSE,-6696.57
2018-03-07,HSE,9997.58
2019-08-26,QIWI,12.89
2019-11-29,Perekrestok,-8094.97
2017-11-27,VK,8781.56
2017-10-30,Stellar,-2025.56
2017-09-14,Dodo Pizza,9075.56
2016-01-06,Yandex.Money,-7926.59
2018-04-10,World of Warcraft,855.04
2016-08-23,QIWI,4540.28
2018-10-26,Perekrestok,-7177.02
2019-09-06,VK,9867.78
2017-09-15,Google Play,1346.25
2018-03-23,Yandex.Money,6912.89
2019-03-07,World of Warcraft,-2178.99
2019-03-11,World of Warcraft,-3780.9
2017-10-18,World of Warcraft,8722.9
2018-03-30,5ka,8192.45
2016-10-22,Yves Rocher,2460.07
2018-04-14,Local Kitchen,-2163.94
2017-05-23,World of Warcraft,-2407.62
2019-01-08,OZON,9634.11
2017-04-20,Yandex.Money,4479.03
2016-09-28,5ka,2151.57
2017-10-21,McDonald's,6605.83
2019-06-28,Wildberries,8190.34
2019-08-18,World of Warcraft,5914.84
2017-12-31,HSE,7058.02
2019-07-12,Yandex.Money,633.86
2018-05-08,Coinbase,-2187.47
2018-10-23,Amazon,-3892.08
2016-05-05,Yves Rocher,8672.17
2016-10-20,Amazon,1837.19
2019-02-01,Google Play,-9247.63
2018-01-27,Burger King,490.26
2016-01-22,Amazon,9071.31
2019-04-07,Coinbase,8237.83
2019-04-28,Coinbase,-3554.04
2016-08-16,Yandex.Money,7951.42
2016-05-05,Google Play,-8006.15
2017-03-09,Amazon,-8807.76
2018-08-02,OZON,-6127.16
2017-02-17,Stellar,734.8
2018-07-05,World of Warcraft,-7596.98
2018-09-28,Stellar,-2295.77
2019-07-14,Burger King,-5422.31
2019-09-05,Papa John's,-4027.17
2017-08-14,Coinbase,6362.52
2017-10-25,Wildberries,4306.45
2017-01-20,Friday's,-804.87
2019-02-07,Dodo Pizza,3793.19
2016-11-25,Dodo Pizza,-2684.68
2016-07-02,Friday's,-4801.45
2016-09-11,Yves Rocher,-9536.97
2016-02-13,Dodo Pizza,7643.77
2019-02-26,HSE,4613.55
2016-11-27,Dr. Head,-995.22
2019-08-10,Amazon,-673.27
2016-01-04,HSE,2877.03
2018-06-05,Stellar,-9096.07
2016-01-09,KFC,7600.88
2017-11-06,World of Warcraft,-5607.76
2016-09-04,Steam,2994.9
2019-07-03,KFC,-6236.09
2016-02-20,Burger King,712.97
2016-08-31,Steam,4179.27
2016-08-28,Yandex.Money,-4551.78
2019-10-25,5ka,-2060.13
2016-05-11,World of Warcraft,7238.02
2016-06-11,Friday's,-3967.11
2016-07-15,Mindbox,9497.95
2019-02-06,HSE,2174.88
2016-06-05,Wildberries,5666.35
2019-03-02,Perekrestok,-9150.65
2017-05-17,Local Kitchen,6406
2016-02-24,Amazon,-5294.94
2017-02-13,KFC,5435.33
2019-09-30,Local Kitchen,5443.69
2017-10-19,McDonald's,726.14
2018-10-03,Perekrestok,-8694.75
2018-05-24,Dr. Head,-4578.15
2017-02-17,VK,-4308.82
2017-09-23,Yves Rocher,9347.92
2019-06-09,Starbucks,119.9
2016-11-16,Starbucks,9802.02
2019-04-17,Steam,-2974.21
2019-05-16,Starbucks,9847.83
2018-03-03,5ka,-5440.86
2019-03-21,Stellar,-4040.81
2019-08-29,Amazon,-8129.67
2019-07-20,McDonald's,-7996.71
2017-11-08,KFC,-6544.55
2019-12-17,5ka,9419.87
2016-03-13,Burger King,-7210.56
2018-10-18,Amazon,-9217.43
2018-03-28,Dr. Head,6891.58
2018-01-18,Friday's,1618.1
2018-08-10,Amazon,-1331.69
2016-05-31,Google Play,-3288.42
2018-06-02,Perekrestok,4588.17
2019-06-01,Perekrestok,4547.53
2018-07-02,Coinbase,-4944.07
2018-11-21,QIWI,-3627.44
2016-01-26,Friday's,4529.82
2018-09-01,Stellar,-4031.37
2018-08-26,QIWI,-9395.36
2016-05-29,World of Warcraft,-9414.47
2016-03-29,VK,-8782.31
2016-04-03,Coinbase,1518.09
2019-07-11,Google Play,-7725.25
2016-10-19,Dodo Pizza,2316.74
2016-12-23,World of Warcraft,-366.75
2016-10-01,HSE,-4773.32
2019-12-25,Papa John's,3981.96
2017-01-08,Stellar,-6794.72
2018-07-04,Starbucks,-7654.9
2019-04-11,Wildberries,-8062.15
2019-02-15,Google Play,-9489.46
2018-06-14,Starbucks,-5223.91
2018-01-16,Burger King,-6419.79
2016-04-30,McDonald's,-2893.35
2018-04-19,Friday's,-5177.32
2017-11-26,Starbucks,6543.99
2018-11-13,QIWI,6255.41
2019-12-12,Burger King,1089.93
2019-08-15,Coinbase,-8974.89
2017-07-03,Perekrestok,-5617.96
2019-09-04,VK,8786.16
2018-02-05,QIWI,1464.21
2018-12-03,KFC,9247.73
2018-10-31,Dr. Head,270.13
2016-12-28,Starbucks,9664.64
2017-12-15,Local Kitchen,6453.74
2019-01-14,OZON,-6221.25
2016-09-08,HSE,8632.29
2016-04-08,Perekrestok,7865.72
2017-06-24,World of Warcraft,9848.87
2018-04-13,Papa John's,7388.41
2017-06-09,Dodo Pizza,7108.79
2017-06-02,Friday's,-1727.39
2017-10-04,Papa John's,-7205.4
2017-03-05,Wildberries,-628.03
2016-02-04,Starbucks,6351.66
2017-07-24,Amazon,-334
2019-08-31,Stellar,-9082.37
2019-03-18,Coinbase,5326.71
2018-05-19,Wildberries,-6335.48
2016-06-06,Papa John's,-395.11
2019-09-10,Amazon,7104.71
2017-06-15,Friday's,8279.35
2018-09-17,Steam,8806.44
2018-11-04,Starbucks,-5990.4
2016-01-16,KFC,-3684.58
2017-03-07,Steam,3034.08
2016-12-03,Starbucks,-8647.38
2019-07-28,Coinbase,-6029.39
2019-10-18,Amazon,6159.63
2019-04-19,Dr. Head,-882.42
2016-07-04,Wildberries,-5862.62
2018-01-20,QIWI,-7998.85
2016-03-01,Google Play,-6700.01
2016-01-19,Wildberries,2133.03
2016-04-28,Mindbox,-7440.75
2019-03-07,Yandex.Money,-771.18
2016-10-04,Google Play,-4149.5
2017-06-30,Starbucks,4505.66
2017-11-26,Local Kitchen,257.65
2019-03-11,VK,-5318.15
2018-04-04,VK,3868.74
2018-04-28,Amazon,5563.45
2017-03-27,McDonald's,9841.35
2016-03-12,5ka,-712.66
2019-02-02,Amazon,793.22
2017-10-14,Steam,-7634.83
2016-01-11,Yves Rocher,-7690.86
2019-09-25,Google Play,-8386.01
2019-08-19,Papa John's,3544.89
2016-04-17,Perekrestok,-6046.86
2018-05-07,Perekrestok,-1461.45
2018-02-25,Mindbox,-5672.83
2019-04-19,5ka,-6242.55
2017-04-13,Burger King,-1390.48
2018-12-24,Starbucks,117.67
2018-10-06,VK,-8713.74
2017-02-24,Burger King,1211.06
2018-03-15,McDonald's,-2922.59
2017-02-04,Mindbox,5074.05
2018-01-16,OZON,9010.28
2019-06-25,Burger King,-3904.09
2018-03-02,VK,1342.25
2018-04-20,Amazon,7122.46
2019-05-05,5ka,5029.71
2019-08-27,Friday's,5921.1
2017-04-15,Amazon,3432.81
2016-09-29,KFC,9484.87
2017-08-16,HSE,-2725.14
2017-03-04,OZON,7101.07
2018-07-08,Dr. Head,7019.44
2019-01-10,OZON,8608.1
2018-01-20,KFC,4770.12
2019-08-14,Starbucks,7620.15
2018-11-17,VK,-120.9
2019-03-14,Coinbase,-8146.25
2019-05-26,Dodo Pizza,1162.46
2019-09-14,QIWI,-4577.82
2017-02-10,Steam,5475.07
2019-02-26,Yandex.Money,547.09
2016-03-22,Starbucks,8772.25
2017-01-07,World of Warcraft,-116.5
2017-03-17,Friday's,-1190.86
2016-10-10,Dr. Head,3072.43
2016-10-09,KFC,-9055.47
2016-04-02,Wildberries,8521.08
2018-10-11,Friday's,7935.96
2018-01-07,Coinbase,-3835.93
2017-03-18,Starbucks,-4292.39
2016-05-19,5ka,-1063.9
2019-12-12,Dodo Pizza,2948.92
2018-07-23,Amazon,-4680.81
2017-04-12,Papa John's,-5530.83
2016-09-08,KFC,3967.76
2016-06-02,World of Warcraft,8783.12
2019-06-15,Burger King,9877.75
2016-10-28,VK,4883.11
2018-08-24,Steam,6062.39
2018-11-19,Coinbase,-8942.4
2017-10-31,QIWI,3542.59
2018-10-22,Mindbox,4623.56
2016-09-25,KFC,-8687.13
2016-10-16,5ka,-2364.31
2016-02-24,HSE,1592.48
2019-03-17,Friday's,-3341.03
2017-09-03,Yandex.Money,5022.62
2016-06-05,Google Play,1656.06
2017-06-26,KFC,-6850.07
2016-08-07,Coinbase,-6859.17
2019-02-08,Perekrestok,-6761.16
2016-05-21,World of Warcraft,-8656.18
2019-08-06,Mindbox,6432.03
2016-03-05,Perekrestok,9510.94
2019-03-19,Perekrestok,-42.95
2017-11-04,Starbucks,487.29
2017-02-26,HSE,-9367.7
2016-04-05,Mindbox,-8184.88
2018-05-23,Mindbox,2506.85
2019-11-17,Coinbase,4293.66
2016-04-13,Dr. Head,-9581.24
2016-10-31,QIWI,-1827.39
2019-03-06,Mindbox,-4471.29
2016-07-08,OZON,4565.63
2018-12-09,5ka,3999.31
2018-03-23,5ka,3348.91
2016-09-25,Burger King,-5819.12
2016-01-16,HSE,-2836.72
2019-09-12,Dodo Pizza,6562.53
2018-03-21,World of Warcraft,-7261.04
2017-03-28,Amazon,-2225.12
2017-08-21,Burger King,4361.67
2019-09-17,Perekrestok,-434.12
2018-09-01,VK,5147.92
2019-12-25,Steam,5053.28
2019-05-22,Local Kitchen,-2381.22
2018-10-18,Papa John's,7441.32
2019-09-22,KFC,2587.46
2018-06-28,World of Warcraft,9715.21
2017-11-18,VK,-473.21
2017-05-22,McDonald's,4141.05
2016-06-02,5ka,-359.02
2016-04-18,OZON,1083.22
2018-12-31,McDonald's,-1682.91
2018-08-18,Google Play,7884.24
2018-05-26,Papa John's,2410.61
2016-01-09,KFC,-729.24
2018-08-25,Starbucks,4336.28
2016-08-02,Yves Rocher,8758.65
2018-10-04,HSE,-2930.57
2018-04-30,Google Play,5929.52
2018-11-19,Google Play,8172.68
2017-01-02,Yandex.Money,1125.87
2017-08-22,QIWI,8307.19
2017-03-07,Mindbox,-9562.42
2018-12-14,5ka,1822.59
2016-02-16,Wildberries,1174.46
2017-07-16,Dodo Pizza,-3774.74
2018-07-19,KFC,-4766.9
2017-12-06,McDonald's,-8842.81
2018-08-13,Dodo Pizza,9270.3
2018-08-02,Papa John's,6423.15
2019-04-13,Dr. Head,-2718.38
2016-07-19,Yandex.Money,230.41
2017-08-22,Google Play,6173.17
2018-01-05,OZON,4348.52
2019-05-28,QIWI,-8464.79
2018-06-15,Yandex.Money,-9473.38
2017-06-27,Steam,4662.66
2016-01-01,Steam,-980.33
2019-08-14,Friday's,-4767.39
2016-01-17,World of Warcraft,-7522.3
2018-01-17,Papa John's,-4577.25
2018-06-10,5ka,-8646.62
2017-11-01,Burger King,5684.03
2017-12-18,Dodo Pizza,-9978.85
2017-02-11,Yandex.Money,8867.85
2019-01-30,World of Warcraft,-5934.08
2017-02-18,QIWI,-3792.14
2018-06-05,Starbucks,-5709.74
2019-08-11,Yandex.Money,853.96
2019-07-05,Yves Rocher,2680.55
2017-09-28,Burger King,-4052.27
2016-09-04,Burger King,2845.11
2017-02-13,Yves Rocher,-1274.25
2019-03-17,Burger King,-2676.16
2017-06-19,McDonald's,-6719.24
2019-05-27,McDonald's,963.44
2019-06-03,OZON,-7083.34
2019-10-13,HSE,180.91
2018-01-10,KFC,-3564.92
2016-07-05,Wildberries,9782.09
2016-11-30,Dr. Head,-5049.7
2019-05-16,VK,-4862.68
2016-07-25,Papa John's,-2412.34
2018-09-22,Dr. Head,4901.92
2019-06-25,Starbucks,4777.45
2019-05-30,Wildberries,4701.31
2017-12-20,QIWI,-4297.18
2018-03-03,QIWI,6767.77
2019-04-28,QIWI,-9635.07
2017-10-31,Wildberries,1775.54
2017-05-05,Google Play,6059.32
2018-01-07,5ka,2936.72
2017-02-06,VK,-3849.93
2016-07-19,VK,-210.37
2019-10-22,World of Warcraft,-7560.78
2018-01-30,World of Warcraft,360.12
2017-11-11,Dr. Head,-2610.34
2019-11-17,Google Play,8786.84
2017-11-26,VK,-8147.8
2019-12-12,Steam,-3543.9
2018-12-25,5ka,9846.92
2016-11-11,Starbucks,-1901.39
2016-09-21,Mindbox,-1666.43
2016-03-12,Google Play,-4396.09
2019-01-09,VK,5266.28
2019-08-04,KFC,-9941.6
2017-03-05,Yves Rocher,2848.23
2016-09-02,Mindbox,-608.25
2017-01-27,OZON,8979.51
2016-09-15,Yandex.Money,7744.99
2016-10-15,Papa John's,-8492.4
2019-09-27,Wildberries,-8225.12
2019-03-25,Local Kitchen,8786.33
2018-09-06,Dodo Pizza,2172.44
2016-01-29,Local Kitchen,3184.19
2017-07-18,OZON,-3504.44
2016-01-18,QIWI,5527.09
2017-01-30,Papa John's,-6410.24
2018-09-12,Coinbase,6976.21
2016-03-06,KFC,-2273.1
2019-11-03,Burger King,-2403.24
2016-02-05,Starbucks,2062.26
2018-01-22,QIWI,6396.56
2018-04-24,Mindbox,7274.54
2018-11-08,Yves Rocher,-4618.23
2019-06-11,KFC,6709.35
2017-12-22,Dr. Head,-3059.08
2018-01-07,Starbucks,3224.33
2018-08-06,Dodo Pizza,5105.39
2019-12-27,5ka,-5262
2016-06-13,World of Warcraft,-3323.54
2016-06-13,QIWI,9144.01
2017-10-05,Mindbox,-8143.48
2019-09-28,Yves Rocher,5002.82
2016-12-31,KFC,-7423.23
2017-02-28,KFC,94.72
2019-04-26,Mindbox,6222.03
2016-08-16,Amazon,4170.19
2018-03-21,Wildberries,-2934.12
2018-01-10,Perekrestok,1974.56
2016-10-03,Dodo Pizza,7307.37
2016-01-01,Yves Rocher,-7871.62
2016-01-17,OZON,9715.11
2019-06-27,Dodo Pizza,284.29
2019-05-20,Burger King,7979.24
2019-09-29,Wildberries,-6187.29
2017-06-09,Burger King,-9170.04
2018-10-04,Perekrestok,203.16
2019-01-03,Local Kitchen,5982.41
2019-07-28,Papa John's,-4727.06
2017-11-24,Papa John's,270.33
2018-05-19,VK,-7182.37
2019-03-31,QIWI,8118.71
2016-11-01,Dodo Pizza,9495.41
2016-05-10,HSE,7487.78
2016-05-31,Wildberries,352.83
2018-08-07,Dodo Pizza,-7622.38
2019-05-02,Steam,2814.7
2016-05-20,Stellar,4223.06
2019-10-13,Dodo Pizza,5618.83
2019-04-28,KFC,-2316.05
2019-08-04,Steam,9313.25
2018-07-29,Coinbase,3502.25
2018-11-22,Google Play,-1384.82
2017-10-27,Dodo Pizza,5436.4
2018-06-12,Stellar,-1059.4
2016-07-22,Burger King,-8838.48
2018-02-10,Dodo Pizza,-8162.98
2017-07-06,Dr. Head,-9822.34
2017-08-16,Stellar,-6620.29
2017-05-14,Papa John's,3530.33
2019-12-15,Google Play,8776.56
2017-12-08,Amazon,7715.18
2018-05-21,Coinbase,-4924.91
2019-01-29,Dodo Pizza,2843.24
2016-04-14,Mindbox,-3398.99
2017-07-31,QIWI,-7928
2018-12-21,World of Warcraft,8143.3
2017-01-08,Stellar,-5495.62
2016-06-10,OZON,-3960.58
2017-04-07,QIWI,9567.48
2019-06-29,Mindbox,-4106.26
2018-09-25,Coinbase,-4462.34
2018-12-26,OZON,658.18
2019-10-24,Stellar,-9561.39
2017-02-13,5ka,723.54
2016-11-04,Mindbox,9418.98
2016-06-09,Perekrestok,-1539.13
2018-03-17,Burger King,-7076
2016-08-09,HSE,-4276.4
2016-04-29,Stellar,-8766.84
2017-04-21,World of Warcraft,7852.7
2017-01-26,World of Warcraft,-3956.79
2018-05-06,Papa John's,1738.12
2017-11-10,McDonald's,-3910.24
2016-08-14,KFC,8879.52
2016-11-12,VK,-4487.41
2016-03-04,VK,7509.96
2017-05-08,World of Warcraft,3987.74
2018-01-31,Yandex.Money,-6338.91
2019-05-16,5ka,-8208.44
2017-11-20,HSE,-7012.9
2019-08-14,KFC,-6186.82
2016-04-14,Wildberries,-9219.46
2016-02-20,Dr. Head,-7176.26
2016-09-08,Local Kitchen,-4948.57
2019-11-16,Mindbox,3360.11
2018-06-18,Friday's,-2779.73
2018-05-12,HSE,81.98
2019-06-03,Starbucks,3857.48
2016-02-15,Friday's,3490.39
2019-01-24,Wildberries,-6450.11
2016-09-28,OZON,975.4
2019-10-14,QIWI,7811.1
2016-01-31,Starbucks,9532.07
2017-07-17,5ka,-178.62
2019-07-07,McDonald's,6441.67
2016-03-27,Mindbox,9649.74
2018-03-27,Papa John's,7372.28
2016-02-14,Steam,-2705.79
2016-03-29,Friday's,3405.3
2019-04-29,World of Warcraft,-8132.39
2018-11-01,Local Kitchen,5553.4
2017-08-12,Dr. Head,1538.69
2016-02-08,Stellar,3402.15
2019-07-28,Yandex.Money,-4772.92
2017-12-25,Papa John's,321.05
2018-04-01,OZON,3305.59
2016-02-07,Steam,8748.61
2016-10-09,Steam,-6128.15
2016-04-26,OZON,-510.43
2017-12-03,Starbucks,1330.21
2019-05-19,Perekrestok,9733.23
2017-03-27,Stellar,211.76
2016-03-04,Yves Rocher,5355.2
2019-06-10,Local Kitchen,1945.91
2019-12-26,OZON,2889.97
2016-08-30,McDonald's,8375.68
2016-07-05,Perekrestok,-3245.55
2016-09-23,World of Warcraft,-5654.51
2018-02-02,Papa John's,51.67
2018-10-10,Amazon,-9348.1
2017-11-03,Dodo Pizza,5692.01
2017-12-09,Burger King,6737.56
2019-06-13,Yandex.Money,5347.85
2016-07-02,Papa John's,-3251.55
2019-07-25,Dr. Head,1562.5
2018-09-01,KFC,8077.04
2016-05-15,VK,-162.37
2016-01-13,OZON,2249.61
2016-04-20,Google Play,4338.28
2019-01-30,OZON,2397.74
2017-06-26,VK,-8448.14
2016-01-21,Starbucks,4889.61
2018-06-01,Local Kitchen,5864.19
2019-06-17,World of Warcraft,-6363.29
2017-12-10,Wildberries,9984.41
2019-04-08,McDonald's,-8429.48
2019-04-25,Stellar,3033.23
2017-01-18,Dr. Head,-7467.53
2018-04-04,HSE,-3586.43
2016-03-03,OZON,8959.39
2016-01-14,Yandex.Money,8244.46
2018-01-05,Mindbox,-9057.86
2019-10-22,Google Play,7157.61
2019-11-19,Google Play,-9826.72
2016-11-16,VK,8199.14
2018-07-25,Perekrestok,8406.2
2019-08-31,Dodo Pizza,730.78
2016-03-29,Stellar,-4765.54
2018-06-15,Coinbase,3535.39
2019-09-20,QIWI,-3650.17
2019-10-05,5ka,-4645.02
2017-05-26,World of Warcraft,358.11
2018-03-01,5ka,-8630.97
2016-08-23,Perekrestok,-4776.89
2017-02-03,Yandex.Money,3947.97
2017-02-26,World of Warcraft,4713.54
2019-10-23,World of Warcraft,-2234.29
2016-03-01,Steam,886.42
2018-05-07,Local Kitchen,-3495.06
2017-05-30,Amazon,-9545.41
2018-07-26,Google Play,-695.45
2017-11-09,Local Kitchen,2484.99
2017-09-10,World of Warcraft,5685.06
2017-12-18,5ka,7954.94
2019-09-19,Steam,-6995.38
2017-12-27,Starbucks,2444.96
2019-01-04,Steam,-2624.29
2017-04-12,Mindbox,-2338.08
2016-05-26,KFC,-4511.5
2019-02-17,Yves Rocher,-1986.2
2019-10-15,VK,-6046.66
2016-03-15,Stellar,-9295.11
2017-06-30,Dodo Pizza,9114.81
2016-06-18,Papa John's,7063.07
2018-08-17,Google Play,7930.66
2016-01-24,Burger King,-116.82
2017-01-07,Yandex.Money,-2142.37
2016-08-05,Coinbase,-5048.09
2018-01-06,5ka,-3448.29
2018-01-28,Perekrestok,9593.34
2018-12-23,Dodo Pizza,1351.8
2017-12-08,Perekrestok,6975.95
2018-02-05,Dodo Pizza,-3033.86
2018-07-10,Amazon,-1216.27
2016-04-22,Dodo Pizza,-5686.29
2019-02-17,Google Play,-2550.69
2017-02-04,Yves Rocher,-806.68
2017-12-24,Friday's,-5184.32
